Name	Time signature	Feel	Default tempo	Long name	Genre	Group	Other genres
CC_TOWN	4/4	ev16	80	CC_Town - Adult Contemporary, Soul Ballad	Hip Hop	Pop	R&B,Lite Pop,Ballad,R&B,Soul
CC_ZEP	4/4	ev16	80	CC_Zep - Even 16ths Alt. Rock, Grunge	Heavy Rock	Pop	Heavy Rock
C_DAISY	4/4	ev8	115	Daisy - Top 40 Country Rock	Country	Country	Country Contemporary
C_DARRYL	4/4	ev8	145	Darryl - Country Rock	Country	Country	Country Contemporary
c_delbrt	4/4	ev16	100	Contemporary Country Delbert Style	Country	Country	Country Contemporary,Funk,R&B
C_DENVER	4/4	ev16	105	Denver (Country)	Country	Country	Country Classic
C_DESERT	4/4	ev16	85	Desert - Top 40 Country 16th Ballad	Country	Country	Country Ballad,Country Contemporary
C_DIAM	4/4	ev8	65	Diam - Top 40 Country Modern Ballad	Country	Country	Country Ballad,Country Contemporary
C_DOSEDO	4/4	sw8	225	Do-See-Do (Squaredance)	Country	Country	Country Classic,Folk
C_DRIVIN	4/4	ev8	125	Drivin - Country Rock Style	Blues	Country	Country,Country Contemporary
c_eagle2	4/4	ev8	115	Contemporary Country Eagles-2	Country	Country	Country Contemporary
C_EAGLES	4/4	ev8	140	Eagles Style	Country	Country	Country Contemporary
CELEBRTE	4/4	ev8	130	Celebrate - UK Pop Medium Rocker	Lite Pop	Pop	Pop
Celin+	4/4	ev16	65	Adult Contemporary R&B Ballad +	Country	Country	Country Ballad,Country Contemporary,R&B,R&B,Soul
CELINE1	4/4	ev16	90	Celine 1 - Acoustic Guitar Ambient Pop	Lite Pop	Pop	Pop
CELTLADY	4/4	sw8	185	Celtic Lady - World Styles 2	Folk	Country	World,Celtic
C_ERIC	4/4	sw8	140	Eric - Country Rock	Blues	Country	Country,Country Contemporary
Cesaria1	4/4	ev8	170	Cesaria1 - Even 8ths Brazilian Samba	Latin	Jazz	Samba
C_EZSHUF	4/4	sw8	130	Country EZ Shuffle	Country	Country	Country Classic
C_Faith	4/4	ev16	68	Faith - Top 40 Country R&B Ballad	Country	Country	Country Ballad,Country Contemporary,R&B,R&B
C_Faith2	4/4	ev8	92	Faith 2 - Top 40 Country Bluesy-Rock	Blues	Pop	Country,Country Contemporary
C_FINGER	4/4	ev8	90	Fingerpickin' Guitar	Country	Country	Folk
C_Folky	4/4	ev16	80	Folky Top 40 Country Ballad	Country	Country	Country Ballad,Folk,Folk
C_GARTH	4/4	ev16	100	Garth - Country Ballad	Country	Country	Country Ballad,Country Classic,Country Contemporary
C_GEORGE	4/4	ev16	100	George - Sad Country Ballad	Country	Country	Country Ballad,Country Classic
C_GIRL	4/4	ev8	105	Girl - Contemporary Country	Country	Country	Country Contemporary
C_GJONES	4/4	ev16	130	Gjones - Uptempo Classic Country	Blues	Country	Country,Country Classic
c_gstrat	4/4	ev8	100	Contemporary Country G. Strait Style	Country	Country	Country Classic
C_Guit8	4/4	ev8	110	Contemporary Country Rock	Country	Country	Country Contemporary
CHACHA_G	4/4	ev8	125	Cha Cha G Style	Latin	Jazz	Latin
ChaFor2	4/4	ev8	110	ChaFor2 - Latin Cha Cha	Latin	Jazz	Latin
C_HAG	4/4	ev8	130	Hag - Country Classic Style	Country	Country	Country Classic
C_HAGARD	4/4	sw8	115	Hagard - Classic Country Honky Tonk	Country	Country	Country Classic
ChaGuiro	4/4	ev8	124	ChaGuiro - Cha Cha w/ Guiro	Latin	Jazz	Latin
Chakra2	4/4	ev8	85	Chakra2 - World-Beat New Age Piano	Lite Pop	Pop	New Age,World
C_Hal	4/4	ev16	68	Hal - Top 40 Country Ballad	Country	Country	Country Ballad,Country Contemporary
CHAMBER1	4/4	ev8	100	Chamber 1 Orchestra	Classical	Country	Classical
Cha_Mod1	4/4	ev8	135	Cha Cha Modern 1 - Contemporary Cha Cha	Latin	Jazz	Latin
C_HANK	4/4	sw8	125	Hank - Country Honky Tonk	Country	Country	Country Classic
C~HANKS	4/4	sw16	110	HankSn - Uptempo Classic Country	Country	Country	Country Classic
CHARLSTN	4/4	sw8	240	Charleston	Jazz	Jazz	Jazz Swing
ChaSals	4/4	ev8	140	Cha Cha Salsa - Traditional Cuban	Latin	Jazz	Salsa
C_HBILLY	4/4	ev8	140	Hillbilly Country Blues Rock	Blues	Country	Country,Country Classic
CHET	4/4	ev16	125	Chet Atkins Style	Country	Country	Country Classic,Boom Chick
CHINA~1	4/4	ev16	110	China 1 - Pop 2-Beat - World Styles 2	World	Country	World
C~HNKSR1	4/4	sw8	120	HankSr 1 - Classic Country Ballad	Country	Country	Country Ballad,Country Classic
C~HNKSR2	4/4	ev8	110	HankSr2 - Classic Uptempo Country	Country	Country	Country Classic
CHOCLET	4/4	ev16	110	Choclet - Smooth Jazz	Funk	Jazz	Jazz,Smooth Jazz,Jazz,Smooth Jazz
C_HONKIN	4/4	ev8	130	Honkin' - Country Rock	Country	Country	Country Contemporary
C_Honky3	4/4	sw8	130	Drivin' Honky Tonk	Country	Country	Country Classic
Choro2	4/4	ev8	220	Choro 2 - Brazilian Samba	Latin	Pop	Samba
CHUK_B_1	4/4	sw8	130	Chuck Berry Style	Blues	Pop	Blues
CHUKROK	4/4	ev8	145	Chuk Rock - Basic 60s Rock	Blues	Pop	Blues
CHUKSHUF	4/4	sw8	185	ChuckB Blues Shuffle	Blues	Pop	Country,Country Classic,Jazz
Chunky	4/4	ev8	115	Chunky - 90s Basic Even 8 Rock	Lite Pop	Pop	Lite Pop
Church	4/4	ev8	120	Church Organ and Choir 4/4	Classical	Country	Classical
Cindi_L	4/4	ev16	120	Cindi_L Euro-Tek	Modern Pop	Pop	Modern Pop
C_ISLAND	4/4	ev8	100	Island - Country Rock	Country	Country	Country Ballad,Country Contemporary
City1	4/4	ev8	100	City1 - Urban Jazz Soundtrack Style	Funk	Pop	Hip Hop,New Age,Lite Pop
CitySlk+	4/4	ev16	100	City Slick - Urban Pop +	Hip Hop	Pop	Pop
c_jamest	4/4	ev8	100	Contemporary Country - James T Ballad Style	Country	Country	Country Ballad,Country Contemporary
C~JCASH	4/4	ev16	105	Jcash - Classic Uptempo Country	Country	Country	Country Classic
C_JEANIE	4/4	ev8	120	Jeanie - Bluesy Country	Blues	Country	Country,Country Classic,R&B
C_JERRY	4/4	ev16	110	Jerry - Funky Country	Country	Country	Country Classic
C_JESICA	4/4	ev16	85	Jesica - Top 40 Country Rock Ballad	Country	Country	Country Ballad,Country Contemporary,Ballad
C_Jessy	4/4	ev16	80	Jessy - Top 40 Country R&B Ballad	Country	Country	Country Ballad,Country Contemporary,R&B,Ballad,R&B
C_JODEE	4/4	ev16	86	Jodee - Top 40 Country Ballad	Country	Country	Country Ballad,Country Contemporary
C_JODEE2	4/4	ev16	94	Jodee 2 - Top 40 Country R&B	Country	Country	Country Contemporary,R&B,R&B
C_JP	4/4	ev8	124	JP- Country Ballad	Country	Country	Country Ballad,Country Classic
C_JUDDS	4/4	ev16	125	Judds - Contemporary Country Rock	Country	Country	Country Contemporary,Boom Chick
C_JUKBOX	4/4	sw8	130	JukBox - Country Honky Tonk	Blues	Country	Country,Country Classic
C_KEITH	4/4	ev16	110	Keith - Country Rock	Country	Country	Country Contemporary
C_KENNY	4/4	ev16	80	Kenny - Country Rock	Country	Country	Country Contemporary,Soul
C_KENNY2	4/4	ev8	120	Kenny2 - Country Rock	Country	Country	Country Contemporary
C_Kinley	4/4	ev8	124	Kinley - Top 40 Country Rock	Country	Country	Country Contemporary
C_La	4/4	ev16	77	LA - Top 40 Country Ballad	Country	Country	Country Ballad,Country Contemporary,Ballad
Clashin1	4/4	ev8	110	Clashin1 - 80s Rock Even 8 Blues	Blues	Pop	Blues
CLASSY	4/4	sw8	100	Classy Easy Swing w/ Strings	Jazz	Jazz	Jazz Swing,Orchestral
Claudio	4/4	ev16	115	Claudio - Even 16th Pop Style	Latin	Pop	Latin
CLAYJARS	4/4	sw16	100	ClayJars - Pop 16th Acoustic Guitars	Lite Pop	Pop	Pop
C_LDANCE	4/4	ev8	155	Country Line Dance	Country	Country	Country Classic
C_LEANN	4/4	ev8	145	Leann - Top 40 Country Pop	Country	Country	Country Contemporary,R&B,R&B
C~LEFTY	4/4	ev8	120	Lefty - Classic Country Spanish Ballad	Country	Country	Country Ballad,Country Classic,Ballad
C_LEROY	4/4	ev8	110	Leroy - Contemporary Country Blues Rock	Blues	Country	Country,Country Contemporary
C~LEROYV	4/4	sw8	135	LeroyV Classic Uptempo Country	Country	Country	Country Classic
ClimbBt+	4/4	ev16	100	Climbing Beat - Urban Pop +	Hip Hop	Pop	Pop
C_LONE	4/4	ev8	125	Lone - Country Rock	Country	Country	Country Contemporary
Cloud+	4/4	ev16	77	Top 40 Country R&B Ballad +	Country	Country	Country Ballad,Country Contemporary,R&B
Clouds	4/4	ev8	96	Clouds - Slow Ev.8 Pop	Lite Pop	Pop	New Age
C_LSHUFF	4/4	sw8	150	Line Dance (Shuffle)	Blues	Country	Country,Country Classic
C_LYNN	4/4	ev8	120	Lynn - Classic Country Pop	Country	Country	Country Classic
C_MARTY	4/4	sw8	110	Marty - 50s Country	Country	Country	Country Classic
C_Matina	4/4	ev8	94	Matina - Top 40 Country Rock	Country	Country	Country Contemporary
C_Merle	4/4	ev8	150	Merle Honky Tonk	Country	Country	Country Classic
C_MINDY	4/4	ev8	120	Mindy - Country Rock	Country	Country	Country Contemporary
C_MODERN	4/4	ev8	130	Country Modern	Country	Country	Country Contemporary
C_NU_BAL	4/4	ev16	65	Country New Ballad	Country	Country	Country Ballad,Country Classic,Ballad
c_nyoung	4/4	ev8	100	Contemporary Country - Young Style	Country	Country	Country Contemporary
Coc~tail	4/4	sw8	150	Cocktail Swing w/ Brushes	Jazz	Jazz	Jazz Swing
Coc_tail	4/4	sw8	150	Cocktail Swing	Jazz	Jazz	Jazz Swing
COLA	4/4	sw16	85	Cola - Pop Rock Movie Groove	Funk	Pop	Hip Hop,Modern Pop,Pop
c_oldroc	4/4	ev8	120	Country - Old Rock Style	Country	Country	Country Classic
ColePlay	4/4	ev8	125	ColePlay - 80s Synth Rock	Lite Pop	Pop	Lite Pop
Colors	4/4	ev8	140	Colors - Energetic Ev.8 Pop-Rock	Lite Pop	Pop	Pop
CongFok	4/4	ev16	125	Conga Folkloric - Traditional Cuban	Latin	Jazz	Salsa,Folk
CongMod	4/4	ev16	125	Conga Modern - Cuban Salsa	Latin	Jazz	Salsa
Contra44	4/4	sw8	230	Contra44 - 4/4 Swing 8ths Contra Dance Style	Country	Country	Folk
COOL	4/4	ev16	80	Cool - Smooth Jazz - Soulful	Jazz	Jazz	Jazz Ballad,Smooth Jazz,R&B,Smooth Jazz,Soul
COOL_ONE	4/4	sw8	80	Cool One - Slow Swing Jazz-Guitar	Jazz	Jazz	Jazz Ballad,Jazz Swing
Coppers2	4/4	ev8	130	Coppers2 - Ev.8, 80s Rock	Lite Pop	Pop	Lite Pop
Cornado	4/4	ev8	118	Cornado - LA Pop Jazz	Jazz	Jazz	Fusion,Pop
Coruna	4/4	ev16	120	Coruna Euro-Tek	Modern Pop	Pop	Modern Pop
COUNRCK2	4/4	ev8	150	Country Rock 2	Country	Country	Country Contemporary
COUNSWG2	4/4	sw8	165	Country Shuffle-Swing 2	Country	Country	Country Classic
COUNTROK	4/4	ev16	120	Country Rock	Country	Country	Country Contemporary
Country1	4/4	ev8	105	Country1 - Ev.8 Country Soundtrack Style	Country	Country	Country Classic,New Age,Lite Pop
Cowboy1	4/4	sw8	190	Cowboy 1 - Cowboy - 2 Beat Swing	Country	Country	Country Classic
COZY_SW	4/4	sw8	150	Cozy Swing - Jazz Trio	Jazz	Jazz	Jazz Swing
C~PATSY	4/4	sw8	70	Patsy - Classic Country Pop Ballad	Blues	Country	Country,Country Ballad,Country Classic,Ballad
C_PATTY	4/4	ev8	125	Patty - Country Rock	Country	Country	Country Contemporary
C_PHIL	4/4	ev16	75	Phil - Country Rock	Country	Country	Country Ballad,Country Contemporary
C_PIANO	4/4	ev8	85	Country Piano - Country Ballad Style	Country	Country	Country Ballad,New Age,Lite Pop
C_PICKIN	4/4	ev8	135	Pickin' - Uptempo Country	Country	Country	Country Classic
c_pop	4/4	ev8	115	Contemporary Country-Pop Style	Country	Country	Country Contemporary
CR_ALLAY	4/4	sw8	100	Cr_Allay - Crossover Style	Blues	Pop	Blues
CR_ALLIS	4/4	ev8	105	Cr_Allis - Crossover Style	Country	Country	Country Classic
CRAY1	4/4	ev8	120	Cray 1 - 90's Rock Blues	Blues	Pop	Blues
CR_BETH	4/4	ev8	100	Cr_Beth - Crossover Style	Jazz	Jazz	Jazz Ballad,Fusion,R&B
CR_BONNE	4/4	sw8	120	Cr_Bonne - Crossover Style	Blues	Pop	Country,Country Contemporary
CR_BRACH	4/4	ev16	100	Cr_Brach - Crossover Style	Country	Country	Country Contemporary
CreClear	4/4	ev8	115	CreClear - Med-Ev 8ths- Swamp-Rock	Lite Pop	Country	Lite Pop
CREEDNCE	4/4	sw16	120	Creednce - 70s Funk Country Rock	Country	Country	Country Contemporary,Funk,Lite Pop
CR_ERIC	4/4	ev8	95	Cr_Eric - Crossover Style	Country	Country	Country Contemporary,R&B,Lite Pop,R&B
C_RICH	4/4	sw8	90	Rich-Classic Country Piano Ballad	Country	Country	Country Ballad,Country Classic
C_RICKY	4/4	ev16	140	Country Ricky - Fast Classic Country	Country	Country	Country Classic
CRIMSONS	4/4	sw8	230	Crimsons - Southern Gospel Guitar	Country	Country	Gospel,Worship,Lite Pop,Gospel
CRISTINA	4/4	ev16	87	Cristina - Top 40 - Rock 16th	Lite Pop	Pop	Pop
CR_JOHN	4/4	ev16	100	Cr_John - Crossover Style	Country	Country	Country Contemporary,R&B,Lite Pop
CR_JONES	4/4	ev8	90	Cr_Jones - Crossover Style	Country	Country	Country Ballad,Country Contemporary,Jazz,Jazz Ballad,Fusion,Lite Pop
CR_KEBMO	4/4	ev16	90	Cr_Kembo - Crossover Style	Blues	Pop	Country,Country Contemporary
CR_MAYER	4/4	ev16	100	Cr_Mayer - Crossover Style	Country	Country	Country Contemporary
CR_MICHE	4/4	ev16	100	Cr_Miche - Crossover Style	Country	Country	Country Contemporary
c_rnb	4/4	ev16	90	Contemporary Country R & B Style	Country	Country	Country Contemporary,R&B
CR_NICK	4/4	ev8	120	Cr_Nick - Crossover Style	Blues	Pop	Country,Country Contemporary
c_rocbil	4/4	sw8	125	Retro Country Rockabilly Style	Blues	Country	Country,Country Classic,Rockabilly,Country
C_ROCKIN	4/4	ev8	120	Rockin' - Contemporary Country Rock	Country	Country	Country Contemporary
c_rocky	4/4	ev8	125	Contemporary Uptempo Country Rock Style	Country	Country	Country Contemporary
C~ROGER	4/4	sw8	115	Roger - Classic Country Swing	Country	Country	Country Classic
C~ROGER2	4/4	sw16	90	Roger2 - Classic Country Swing	Country	Country	Country Classic
C_ROSE	4/4	ev8	115	Rose - Contemporary Country Rock Ballad	Country	Country	Country Contemporary,Ballad
CROSWIND	4/4	ev16	110	CrossWind - Smooth Jazz - Modern	Jazz	Jazz	Smooth Jazz,Smooth Jazz
Crowding	4/4	ev8	140	Crowding -Brit 80s, Ev.8ths	Reggae	Pop	Reggae
C~ROY	4/4	sw16	110	Roy - Uptempo Classic Country	Country	Country	Country Classic
CR_PAULA	4/4	ev8	95	Cr_Paula - Crossover Style	Country	Country	Country Contemporary,Lite Pop
CR_SARAH	4/4	ev8	90	Cr_Sarah - Crossover Style	Country	Country	Country Contemporary
CR_TRACY	4/4	ev8	100	Cr_Tracy - Crossover Style	Blues	Pop	Country,Country Contemporary
CR_TRAIN	4/4	ev16	80	Cr_Train - Crossover Style	Country	Country	Country Ballad,Country Contemporary,Lite Pop
CR_TRANY	4/4	ev16	95	Cr_Trany - Crossover Style	Country	Country	Country Contemporary
Cruisin	4/4	ev8	145	Cruisin - Lively 70s Classic Rock	Lite Pop	Pop	Lite Pop
CR_WALL	4/4	ev16	105	Cr_Wall - Crossover Style	Country	Country	Country Contemporary
CRYIN	4/4	ev16	100	Cryin' Country Style	Country	Country	Country Classic
CRYSTAL	4/4	ev16	70	Crystal - Praise & Worship Style	Lite Pop	Pop	Worship,Pop,Worship
Crystal1	4/4	ev16	85	Crystal1 - 4/4 New Age Style	Lite Pop	Pop	New Age
C_SAMMY	4/4	ev8	140	Sammy - Country Rock	Blues	Country	Country,Country Contemporary
C_SARA	4/4	ev16	100	Sara - Top 40 Country Rock	Country	Country	Country Contemporary
C_SHANIA	4/4	ev16	70	Shania - Contemporary Country Ballad	Country	Country	Country Ballad,Country Contemporary,Ballad
C_SHERIE	4/4	ev16	102	Sherie - Top 40 Country Rock	Country	Country	Country Contemporary
C_Shuf1	4/4	sw8	140	Rockabilly Blues	Blues	Country	Country,Country Classic,Rockabilly,Country
C_SHUFLN	4/4	sw8	135	Rockin Country Shuffle	Blues	Country	Country,Country Classic
C_SIMP24	4/4	ev16	95	Country Simple 2&4	Country	Country	Country Classic
C_SMOOTH	4/4	ev16	105	Smooth - Contemporary Country	Country	Country	Country Classic,Jazz,Smooth Jazz
c_soft	4/4	ev8	120	Contemporary Country Rock Ballad	Country	Country	Country Ballad,Country Contemporary,Ballad
c_southn	4/4	ev16	100	Contemporary Uptempo Southern Rock	Country	Country	Country Classic
C~STAT	4/4	sw16	100	Stat - Uptempo Classic Country	Country	Country	Country Classic
C_SWEET	4/4	ev16	70	Sweet - Contemporary Country Ballad	Country	Country	Country Ballad,Country Contemporary,Ballad
C_SWING	4/4	sw8	140	Country Swing	Country	Country	Country Ballad
C_TAMMY	4/4	sw8	95	Tammy - Classic Country Ballad	Country	Country	Country Ballad,Country Classic
C_TANYA	4/4	ev16	90	Tanya - Classic Country Gospel	Country	Country	Gospel,Worship,Lite Pop,Gospel
C_TEX_SW	4/4	sw8	195	Country Texas Swing	Country	Country	Country Classic,Texas Blues,Blues
C_TIM	4/4	ev16	100	Tim - Top 40 Country Rock	Country	Country	Country Classic
C_TOBY	4/4	ev8	105	Toby - Country Rock	Country	Country	Country Contemporary
C_TRAVIS	4/4	sw8	195	Country Merle Travis	Country	Country	Country Classic
CtrFst16	4/4	ev16	135	CtrFst16 - Country Fast 2-Beat 16ths	Country	Country	Country
C_TRICK	4/4	sw8	175	Trick - Country Rock	Blues	Country	Country,Country Contemporary
C_TUCKER	4/4	ev8	180	Country Tucker Style	Country	Country	Country Classic
CulClub1	4/4	ev8	195	CulClub1 - Brit 80s Fast Ev.8th	Lite Pop	Pop	Lite Pop
Cultist1	4/4	ev8	125	Cultist1 - Brit 80s Ev.8 Rock	Heavy Rock	Pop	Heavy Rock
Culture	4/4	ev8	145	Culture Euro-Tek	Modern Pop	Pop	Modern Pop
CumbFok	4/4	ev16	190	Cumbia Folk - Classic African-Indian	Latin	Jazz	Salsa,African,Bollywood,Folk,World
Cumbia2	4/4	ev16	110	Cumbia2 - Latin Colombian Cumbia	Latin	Jazz	Latin
CumbiaEZ	4/4	ev16	85	Cumbia EZ - Latin Easy Cumbia Feel	Latin	Jazz	Latin
CumbMod	4/4	ev8	190	Cumbia Modern - Colombian	Latin	Jazz	Salsa
CUPID!	4/4	ev8	145	Cupid-60s Straight 8 Bouncy Pop	Pop	Pop	Pop
C_UPTOWN	4/4	ev8	140	Uptown - Country Honky Tonk	Blues	Country	Country,Country Classic
CURTISM	4/4	ev16	75	Curtis M Slow Blues	Blues	Pop	Funk
CUTXFUNK	4/4	sw8	215	Cut - Time Funk Style	Funk	Pop	Jazz,Bebop,Fusion
C_VINCE	4/4	ev16	110	Vince - Medium Tempo Train Beat	Country	Country	Country Classic
C_VINCE2	4/4	ev8	165	Vince 2 - Country Boogie Train Beat	Blues	Country	Country,Country Classic
C_WARREN	4/4	ev8	115	Warren - Country Rock	Country	Country	Country Contemporary
C_Waylon	4/4	ev8	140	Country Waylon	Country	Country	Country Classic
C_Willy	4/4	sw8	140	Simple Country Willy	Country	Country	Country Classic
C_WORKIN	4/4	ev16	135	Workin Man Country	Country	Country	Country Classic
C_YOKEM	4/4	ev16	140	Yokem - Rockabilly Country	Country	Country	Country Classic,Rockabilly
DADGADHI	4/4	sw8	90	DADGAD High Strung- Alternate Guitar Tuning	Lite Pop	Pop	Pop,Ballad
DANCE_1	4/4	ev8	125	Dance 1	Modern Pop	Pop	Eurodance,Synth Pop
DANCE_2	4/4	sw8	135	Dance 2	Funk	Pop	Reggae,Modern Pop
DANCE3	4/4	ev16	130	Dance 3 - Even 8th Dance Feel	Modern Pop	Pop	Eurodance,Synth Pop
